id;mlu;style;tempo;performer;feel;barsspan;startbar;startbeat;endbar;endbeat;notes;length;divisions;rhythm
112_27;line;POSTBOP;UP;David Liebman;LATIN;2;96;4;97;4;10;5;2,4,3,2,3;01,1011,011,11,011
112_28;line;POSTBOP;UP;David Liebman;LATIN;3;98;4;100;1;10;6;2,2,2,2,2,1;01,11,11,11,11,1
112_29;line;POSTBOP;UP;David Liebman;LATIN;3;101;1;103;1;14;8;2,2,3,2,2,1,2,1;01,11,111,11,11,1,11,1
112_30;line;POSTBOP;UP;David Liebman;LATIN;4;103;3;106;3;18;12;5,2,2,1,2,2,1,1,1,2,2,1;10011,01,11,1,11,11,1,1,1,11,01,1
112_31;lick;POSTBOP;UP;David Liebman;LATIN;3;109;1;111;2;20;10;2,2,2,2,2,2,4,2,3,4;11,11,11,11,11,11,1011,01,110,1001
112_32;line;POSTBOP;UP;David Liebman;LATIN;8;113;1;120;4;58;31;4,2,4,2,2,2,2,1,3,2,1,2,2,2,2,2,2,4,2,4,3,2,2,4,4,2,1,4,2,2,1;1001,01,1001,11,11,11,11,1,111,11,1,11,11,11,11,11,11,1011,01,1011,011,01,11,1011,0011,01,1,1011,01,11,1
112_33;lick;POSTBOP;UP;David Liebman;LATIN;2;122;2;123;2;5;5;4,2,2,1,2;0001,01,01,1,01
112_34;lick;POSTBOP;UP;David Liebman;LATIN;2;125;1;126;4;15;6;2,4,2,4,6,3;01,1011,01,0011,111101,111
112_37;lick;POSTBOP;UP;David Liebman;LATIN;4;137;1;140;4;15;12;1,2,2,2,4,4,1,4,2,4,2,2;1,01,01,01,1001,1001,1,1001,01,0001,01,01
112_38;line;POSTBOP;UP;David Liebman;LATIN;3;141;3;143;1;12;7;2,3,4,4,2,4,1;01,111,0111,0001,01,1001,1
112_39;lick;POSTBOP;UP;David Liebman;LATIN;2;143;2;144;3;3;3;4,4,1;0001,0001,1
112_40;lick;POSTBOP;UP;David Liebman;LATIN;2;145;1;146;2;10;6;4,2,4,4,4,2;1011,01,1001,0001,0011,01
113_2;line;POSTBOP;UP;David Liebman;SWING;3;14;3;16;4;15;10;2,3,2,2,1,1,1,1,1,2;11,111,11,11,1,1,1,1,1,01
113_4;line;POSTBOP;UP;David Liebman;SWING;1;34;1;34;4;6;4;4,3,2,2;0001,011,01,11
113_5;line;POSTBOP;UP;David Liebman;SWING;1;36;1;36;4;6;4;4,2,2,2;0001,01,11,11
113_6;lick;POSTBOP;UP;David Liebman;SWING;10;40;3;49;1;50;31;2,2,2,2,2,4,3,3,2,2,4,4,1,1,2,2,1,2,4,2,2,2,2,2,4,4,2,1,1,3,1;01,11,11,11,11,1001,011,011,01,11,1001,1001,1,1,11,11,1,01,0001,01,11,11,11,11,1001,0001,11,1,1,110,1
113_7;line;POSTBOP;UP;David Liebman;SWING;13;51;1;63;3;92;45;2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,4,2,2,2,4,3,4,2,2,3,2,4,2,2,2,2,2,2,2,2,4,2,2,4,4,2,4,3,1;01,11,11,11,11,11,11,1001,11,11,11,11,11,11,11,1101,0001,11,11,11,1011,011,0011,01,11,111,01,1011,01,11,11,11,11,11,11,11,1011,01,11,0011,1101,11,1111,111,1
113_10;line;POSTBOP;UP;David Liebman;SWING;9;72;3;80;4;60;32;2,2,2,4,2,1,2,2,3,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,1,1,3,2,1;11,11,11,1001,11,1,11,11,011,11,1011,01,11,11,11,11,11,11,1001,11,11,11,11,11,11,11,1001,1,1,110,11,1
113_11;lick;POSTBOP;UP;David Liebman;SWING;2;82;3;83;2;6;4;2,2,1,2;11,11,1,01
113_12;line;POSTBOP;UP;David Liebman;SWING;8;84;2;91;4;37;27;4,3,2,1,2,3,2,1,2,2,2,1,2,1,2,1,2,1,4,1,1,1,4,2,1,4,1;0001,011,01,1,11,111,11,1,01,01,01,1,11,1,01,1,01,1,1001,1,1,1,1001,11,1,1001,1
113_18;line;POSTBOP;UP;David Liebman;SWING;2;114;1;115;3;13;7;2,2,2,2,2,2,1;11,11,11,11,11,11,1
113_19;line;POSTBOP;UP;David Liebman;SWING;5;116;3;120;4;53;18;4,3,3,4,4,4,4,6,3,4,2,6,4,2,3,2,3,4;0001,011,111,1011,1111,1011,0111,111110,111,1011,11,111110,1111,11,111,11,111,0110
113_20;line;POSTBOP;UP;David Liebman;SWING;5;122;3;126;4;51;18;4,3,4,3,4,6,1,4,4,4,4,3,6,3,5,3,3,1;0001,111,1111,111,1111,111101,1,1011,1111,1111,0110,111,010001,011,01111,111,110,1
113_22;lick;POSTBOP;UP;David Liebman;SWING;2;134;3;135;4;7;5;2,2,1,1,4;11,11,1,1,0001
113_23;lick;POSTBOP;UP;David Liebman;SWING;4;136;2;139;2;21;12;4,2,2,2,2,2,2,1,2,1,4,2;0001,01,11,11,11,11,11,1,11,1,1101,11
113_24;line;POSTBOP;UP;David Liebman;SWING;6;140;4;145;1;32;18;4,1,2,4,2,2,2,2,2,2,4,3,2,2,1,2,2,1;1101,1,11,1001,01,11,11,11,11,01,1101,011,01,11,1,11,11,1
113_34;line;POSTBOP;UP;David Liebman;SWING;15;173;1;187;4;97;54;2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,4,2,2,2,4,2,4,2,1,3,3,2,4,1,1,2,2,2,2,2,2,1,1;01,11,1,011,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,11,11,11,11,11,11,11,11,11,111,0011,01,11,11,1011,01,1011,01,1,011,011,11,0011,1,1,01,01,11,11,11,11,1,1
113_35;lick;POSTBOP;UP;David Liebman;SWING;3;188;4;190;4;11;8;4,1,1,4,2,2,1,1;1001,1,1,1011,01,01,1,1
113_36;lick;POSTBOP;UP;David Liebman;SWING;8;192;3;199;1;40;24;2,2,1,3,1,2,4,2,2,2,4,2,4,4,2,3,3,1,4,1,2,2,1,1;11,11,1,111,1,11,1001,11,11,11,0001,01,0001,0001,01,111,111,1,1011,1,01,11,1,1
113_37;lick;POSTBOP;UP;David Liebman;SWING;6;200;3;205;3;27;17;4,2,4,4,1,2,2,2,2,1,1,3,2,2,4,1,2;1011,01,1001,0001,1,01,01,11,11,1,1,110,11,01,1110,1,11
113_38;line;POSTBOP;UP;David Liebman;SWING;14;208;3;221;3;56;38;2,2,2,2,4,2,2,2,2,2,4,1,2,1,2,1,2,1,2,1,2,1,3,3,1,2,2,4,2,1,1,1,2,4,2,2,1,6;11,11,11,11,1011,01,11,11,11,11,0011,1,01,1,01,1,01,1,01,1,01,1,011,110,1,11,01,0001,11,1,1,1,01,0001,11,11,1,010001
114_1;line;POSTBOP;MEDIUM UP;David Liebman;SWING;2;0;2;1;1;18;4;7,5,8,1;0111111,11111,10101111,1
114_2;line;POSTBOP;MEDIUM UP;David Liebman;SWING;5;1;4;5;4;56;17;5,4,6,6,4,4,4,4,4,6,3,4,4,3,4,4,1;00111,1111,110111,010111,1111,1111,1111,1111,1110,101011,011,1111,0001,111,0111,0111,1
114_3;line;POSTBOP;MEDIUM UP;David Liebman;SWING;8;7;2;14;2;106;28;6,3,4,6,4,8,4,5,4,4,6,4,5,5,8,6,3,4,4,6,6,4,4,6,4,3,6,1;010111,111,1111,101011,0111,11010011,1111,11111,1111,1111,110011,1111,11111,10111,10011111,111111,011,0110,1111,101101,011011,0111,1111,111101,1011,011,100101,1
114_4;lick;POSTBOP;MEDIUM UP;David Liebman;SWING;2;15;4;16;1;4;2;4,6;0001,010101
114_5;lick;POSTBOP;MEDIUM UP;David Liebman;SWING;4;16;4;19;2;20;11;2,2,2,1,1,4,2,2,6,1,1;01,11,11,1,1,1110,11,11,111100,1,1
114_6;line;POSTBOP;MEDIUM UP;David Liebman;SWING;5;19;4;23;1;49;14;4,6,6,4,4,4,3,6,4,6,4,5,5,1;0011,111110,101111,1111,1111,1011,111,010111,0111,011011,0111,01111,01111,1
114_7;line;POSTBOP;MEDIUM UP;David Liebman;SWING;5;23;4;27;1;36;14;6,3,4,5,6,2,2,2,3,4,2,2,1,1;000111,111,1111,11111,101011,11,11,11,011,1101,11,11,1,1
114_8;line;POSTBOP;MEDIUM UP;David Liebman;SWING;1;28;1;28;2;10;2;6,4;111111,1111
114_9;line;POSTBOP;MEDIUM UP;David Liebman;SWING;1;29;1;29;3;9;3;2,6,4;01,101111,0111
114_10;line;POSTBOP;MEDIUM UP;David Liebman;SWING;1;30;1;30;3;8;3;4,4,3;0011,1110,111
114_11;line;POSTBOP;MEDIUM UP;David Liebman;SWING;2;31;1;32;1;18;5;3,5,4,5,3;011,11111,1111,11111,011
114_13;line;POSTBOP;MEDIUM UP;David Liebman;SWING;3;33;3;35;1;26;7;5,3,4,4,4,6,4;01111,111,1111,1011,1111,111110,1011
114_14;line;POSTBOP;MEDIUM UP;David Liebman;SWING;4;35;2;38;4;31;15;4,2,2,2,6,2,2,2,2,3,3,6,2,3,4;0001,01,11,11,001001,01,11,11,01,111,111,010101,11,111,0111
114_17;lick;POSTBOP;MEDIUM UP;David Liebman;SWING;2;48;4;49;1;2;2;2,1;01,1
114_18;lick;POSTBOP;MEDIUM UP;David Liebman;SWING;2;49;4;50;1;3;2;2,3;01,110
114_20;line;POSTBOP;MEDIUM UP;David Liebman;SWING;2;56;1;57;1;15;5;6,5,6,2,1;000111,01111,111101,11,1
114_21;line;POSTBOP;MEDIUM UP;David Liebman;SWING;5;57;3;61;4;59;18;3,4,2,4,5,3,4,7,4,4,3,4,4,6,3,6,4,1;011,1111,11,1101,10111,111,1111,1101111,1111,1111,110,1110,1101,100001,111,111011,1111,1
114_22;line;POSTBOP;MEDIUM UP;David Liebman;SWING;5;62;2;66;1;45;16;6,4,4,4,4,4,2,6,3,4,3,2,1,1,1,1;000101,1111,1111,1111,1111,1111,11,111011,111,1111,111,11,1,1,1,1
114_23;line;POSTBOP;MEDIUM UP;David Liebman;SWING;1;67;1;67;4;17;4;6,6,6,4;001111,111101,111111,1100
114_24;line;POSTBOP;MEDIUM UP;David Liebman;SWING;1;68;1;68;2;7;2;6,4;000111,1111
114_26;lick;POSTBOP;MEDIUM UP;David Liebman;SWING;1;73;1;73;2;3;2;3,1;011,1
114_27;lick;POSTBOP;MEDIUM UP;David Liebman;SWING;1;74;2;74;2;3;1;4;1110
114_28;lick;POSTBOP;MEDIUM UP;David Liebman;SWING;1;75;2;75;2;3;1;3;111
114_29;lick;POSTBOP;MEDIUM UP;David Liebman;SWING;1;76;1;76;2;3;2;4,1;0011,1
114_30;lick;POSTBOP;MEDIUM UP;David Liebman;SWING;1;77;1;77;2;3;2;4,2;0011,01
114_31;lick;POSTBOP;MEDIUM UP;David Liebman;SWING;2;77;4;78;1;3;2;3,1;011,1
114_32;lick;POSTBOP;MEDIUM UP;David Liebman;SWING;2;78;4;79;1;4;2;4,2;0011,11
114_34;line;POSTBOP;MEDIUM UP;David Liebman;SWING;1;86;1;86;3;7;3;3,4,4;011,1100,0111
114_35;line;POSTBOP;MEDIUM UP;David Liebman;SWING;3;87;2;89;1;29;8;4,4,6,4,4,6,4,1;0111,1111,101111,1111,1111,111011,0111,1
114_36;line;POSTBOP;MEDIUM UP;David Liebman;SWING;4;89;2;92;1;22;12;2,1,2,2,2,2,2,2,2,2,6,2;01,1,01,11,11,11,11,11,11,11,100011,11
115_2;line;POSTBOP;MEDIUM;David Murray;SWING;2;3;4;4;4;14;5;3,4,6,3,4;111,1011,010101,011,1011
115_3;lick;POSTBOP;MEDIUM;David Murray;SWING;3;5;2;7;2;20;9;6,2,2,2,4,2,2,4,8;000011,11,11,11,1111,11,11,0001,01001001
115_4;line;POSTBOP;MEDIUM;David Murray;SWING;4;8;4;11;4;45;13;8,3,6,4,8,3,4,4,4,4,4,6,3;01010101,111,110111,1111,00101011,011,1111,1011,1111,1111,0011,001111,110
115_5;line;POSTBOP;MEDIUM;David Murray;SWING;3;12;3;14;1;18;7;3,2,7,6,4,2,1;011,11,1001111,100101,0111,11,1
115_6;line;POSTBOP;MEDIUM;David Murray;SWING;3;14;3;16;2;21;8;2,2,4,6,6,3,3,2;11,11,1111,010111,001001,011,111,11
115_7;lick;POSTBOP;MEDIUM;David Murray;SWING;2;16;4;17;2;7;3;6,2,1;001111,11,1
115_8;lick;POSTBOP;MEDIUM;David Murray;SWING;2;17;3;18;2;11;4;4,5,6,3;0001,00111,001111,111
115_9;line;POSTBOP;MEDIUM;David Murray;SWING;3;18;4;20;2;29;7;6,4,5,4,5,6,2;111111,1111,11111,1101,11111,100111,11
115_10;lick;POSTBOP;MEDIUM;David Murray;SWING;2;20;4;21;2;11;3;8,2,2;11110111,11,11
115_11;line;POSTBOP;MEDIUM;David Murray;SWING;3;21;4;23;3;21;8;3,3,3,6,3,2,2,2;111,011,111,011111,011,11,11,11
115_15;line;POSTBOP;MEDIUM;David Murray;SWING;3;29;4;31;4;21;9;4,3,4,2,6,3,4,4,1;1101,011,0110,11,101001,011,1011,1101,1
121_1;lick;HARDBOP;UP;Dexter Gordon;SWING;5;-1;4;3;2;16;12;2,1,2,4,1,2,2,2,1,2,2,2;01,1,11,0001,1,11,01,01,1,01,11,11
121_2;line;HARDBOP;UP;Dexter Gordon;SWING;5;4;2;8;1;26;15;4,2,2,2,2,2,2,2,2,2,2,2,1,4,1;0001,01,11,11,11,01,11,11,11,11,11,11,1,1011,1
121_3;line;HARDBOP;UP;Dexter Gordon;SWING;7;8;4;14;1;39;21;4,2,2,2,2,2,2,2,4,2,2,2,2,3,2,2,2,2,2,2,1;1001,11,11,11,11,11,11,01,1011,11,11,01,01,011,11,11,11,11,11,11,1
121_4;lick;HARDBOP;UP;Dexter Gordon;SWING;2;14;3;15;3;10;5;3,2,2,2,2;110,11,11,11,11
121_5;line;HARDBOP;UP;Dexter Gordon;SWING;7;17;1;23;4;51;28;2,2,2,2,2,2,2,2,1,2,1,3,2,2,4,2,2,3,3,2,2,2,2,2,3,2,1,1;11,11,11,11,11,11,11,11,1,01,1,111,11,11,1011,11,11,011,011,11,11,01,11,01,110,11,1,1
121_6;lick;HARDBOP;UP;Dexter Gordon;SWING;6;24;4;29;3;27;15;2,4,1,4,3,2,6,2,4,1,4,1,4,2,1;01,1011,1,1001,111,01,000011,11,1001,1,1011,1,1001,11,1
121_7;lick;HARDBOP;UP;Dexter Gordon;SWING;3;29;4;31;3;10;7;2,1,2,4,1,1,2;01,1,11,1001,1,1,11
121_8;line;HARDBOP;UP;Dexter Gordon;SWING;6;32;2;37;3;42;22;4,2,2,4,2,2,1,3,4,2,2,2,1,2,1,2,2,2,2,2,2,3;0001,01,11,1011,11,11,1,111,1011,11,11,11,1,11,1,11,11,11,11,11,11,011
121_9;line;HARDBOP;UP;Dexter Gordon;SWING;4;38;1;41;1;27;13;2,4,4,2,2,3,3,2,2,2,3,4,1;01,0001,0111,11,11,011,111,11,11,11,111,1011,1
121_10;line;HARDBOP;UP;Dexter Gordon;SWING;1;41;2;41;3;4;2;2,2;11,11
121_12;line;HARDBOP;UP;Dexter Gordon;SWING;5;44;2;48;1;28;15;3,2,2,2,2,2,2,3,2,2,2,1,2,4,1;110,01,11,11,11,11,11,111,11,11,01,1,11,1101,1
121_16;line;HARDBOP;UP;Dexter Gordon;SWING;4;65;1;68;3;29;15;2,3,2,2,2,2,2,2,2,2,2,2,2,2,2;01,011,11,11,11,11,11,11,11,11,11,11,11,11,11
121_17;lick;HARDBOP;UP;Dexter Gordon;SWING;4;68;4;71;3;17;10;2,4,2,2,4,2,2,4,2,4;01,1001,01,11,0011,11,11,0011,11,0001
121_18;lick;HARDBOP;UP;Dexter Gordon;SWING;3;72;2;74;3;17;9;2,2,4,4,2,4,4,2,1;01,01,1011,1011,11,1001,1100,11,1
121_19;lick;HARDBOP;UP;Dexter Gordon;SWING;3;74;4;76;1;9;6;2,1,2,1,2,1;11,1,11,1,11,1
121_20;line;HARDBOP;UP;Dexter Gordon;SWING;5;76;4;80;2;25;15;2,1,3,2,1,2,2,2,2,2,4,1,2,1,1;01,1,111,11,1,11,11,11,11,11,0011,1,11,1,1
121_21;lick;HARDBOP;UP;Dexter Gordon;SWING;2;81;1;82;3;10;7;2,4,1,2,1,1,1;11,1001,1,11,1,1,1
121_22;lick;HARDBOP;UP;Dexter Gordon;SWING;2;83;1;84;2;10;6;2,4,1,2,4,1;11,1001,1,11,1001,1
121_23;lick;HARDBOP;UP;Dexter Gordon;SWING;4;84;4;87;4;17;10;2,2,2,4,2,2,2,2,1,4;11,01,11,1001,01,11,11,11,1,1001
121_24;lick;HARDBOP;UP;Dexter Gordon;SWING;3;89;1;91;4;14;11;1,1,1,2,2,2,2,2,2,2,2;1,1,1,01,01,11,01,11,01,11,01
121_25;lick;HARDBOP;UP;Dexter Gordon;SWING;2;93;1;94;4;8;8;1,2,1,2,1,2,2,1;1,01,1,01,1,01,01,1
121_26;line;HARDBOP;UP;Dexter Gordon;SWING;4;95;2;98;2;23;12;2,2,2,2,2,2,4,2,2,2,2,2;11,11,11,11,11,11,0001,11,11,11,11,11
121_27;lick;HARDBOP;UP;Dexter Gordon;SWING;2;98;4;99;3;8;4;6,4,2,6;010011,1100,01,010001
121_28;lick;HARDBOP;UP;Dexter Gordon;SWING;4;101;1;104;2;21;13;2,2,1,2,2,4,2,2,2,2,2,2,1;11,11,1,11,01,0001,01,11,11,11,11,11,1
121_30;lick;HARDBOP;UP;Dexter Gordon;SWING;2;107;1;108;4;9;6;3,4,2,2,2,5;011,0001,01,01,01,10011
121_31;lick;HARDBOP;UP;Dexter Gordon;SWING;5;109;4;113;2;16;14;2,1,2,1,2,1,2,1,2,1,2,2,1,1;01,1,01,1,01,1,01,1,01,1,11,11,1,1
122_4;line;BEBOP;MEDIUM SLOW;Dexter Gordon;SWING;3;8;1;10;1;32;9;6,4,6,5,4,4,6,6,1;011101,1111,011101,10111,1111,1111,010011,101101,1
122_8;lick;BEBOP;MEDIUM SLOW;Dexter Gordon;SWING;2;15;4;16;2;8;3;4,3,4;1011,011,1110
122_9;lick;BEBOP;MEDIUM SLOW;Dexter Gordon;SWING;2;16;4;17;3;10;4;4,6,3,4;0001,011011,011,1110
122_10;lick;BEBOP;MEDIUM SLOW;Dexter Gordon;SWING;1;18;1;18;3;11;3;5,4,3;11111,1111,110
122_11;line;BEBOP;MEDIUM SLOW;Dexter Gordon;SWING;2;18;4;19;3;15;4;8,6,6,6;00000001,011111,111111,111000
122_12;line;BEBOP;MEDIUM SLOW;Dexter Gordon;SWING;3;19;4;21;2;25;7;4,4,4,4,3,6,2;1111,1111,1111,1111,111,101101,11
122_14;line;BEBOP;MEDIUM SLOW;Dexter Gordon;SWING;3;22;4;24;1;22;6;8,5,6,6,6,10;00000011,10111,011011,011011,010111,0100101001
122_17;lick;BEBOP;MEDIUM SLOW;Dexter Gordon;SWING;2;27;2;28;2;18;5;4,4,4,8,4;0011,1111,1111,01011111,1100
122_18;lick;BEBOP;MEDIUM SLOW;Dexter Gordon;SWING;2;28;3;29;2;12;4;4,4,8,3;0001,1111,01010111,110
122_23;lick;BEBOP;MEDIUM SLOW;Dexter Gordon;SWING;2;32;3;33;1;5;3;4,4,1;0001,1110,1
123_1;line;HARDBOP;UP;Dexter Gordon;SWING;3;-1;2;1;2;14;9;1,2,2,2,2,2,2,1,1;1,11,11,11,11,01,11,1,1
123_2;lick;HARDBOP;UP;Dexter Gordon;SWING;1;2;1;2;4;6;4;2,2,2,2;01,11,01,11
123_3;lick;HARDBOP;UP;Dexter Gordon;SWING;5;4;1;8;4;33;20;4,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,6,1;0001,11,11,11,1,01,11,11,1,1,11,01,11,11,11,11,11,11,001001,1
123_4;line;HARDBOP;UP;Dexter Gordon;SWING;2;9;3;10;1;5;3;2,2,2;11,01,11
123_5;lick;HARDBOP;UP;Dexter Gordon;SWING;2;10;3;11;2;5;4;4,5,2,1;0001,00101,01,1
123_6;line;HARDBOP;UP;Dexter Gordon;SWING;2;12;1;13;4;14;8;6,2,2,4,1,4,2,1;001101,11,01,1101,1,0001,11,1
123_7;line;HARDBOP;UP;Dexter Gordon;SWING;3;14;1;16;1;20;9;3,4,2,2,3,2,2,3,4;011,1111,11,11,011,11,11,011,1001
123_8;line;HARDBOP;UP;Dexter Gordon;SWING;6;17;2;22;1;37;20;2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,1,4,6;11,11,11,11,11,11,11,010001,11,01,11,11,11,11,11,01,11,1,1001,010001
123_9;line;HARDBOP;UP;Dexter Gordon;SWING;3;23;2;25;1;17;8;4,3,2,2,2,2,2,1;1011,111,11,11,11,11,11,1
123_10;line;HARDBOP;UP;Dexter Gordon;SWING;3;25;2;27;2;15;9;4,2,2,2,3,2,2,2,1;0110,11,11,01,110,11,11,01,1
123_12;line;HARDBOP;UP;Dexter Gordon;SWING;3;30;1;32;2;13;9;2,3,3,2,1,2,4,2,1;01,111,011,01,1,11,0001,01,1
123_13;line;HARDBOP;UP;Dexter Gordon;SWING;2;33;1;34;4;10;7;4,2,2,4,4,2,1;0001,11,11,0001,0011,01,1
123_14;lick;HARDBOP;UP;Dexter Gordon;SWING;2;35;3;36;4;8;6;2,1,4,6,2,1;11,1,0001,001001,01,1
123_15;lick;HARDBOP;UP;Dexter Gordon;SWING;2;37;2;38;4;10;7;4,2,2,6,2,2,2;0001,11,01,000001,01,11,11
123_16;line;HARDBOP;UP;Dexter Gordon;SWING;3;39;2;41;2;15;9;2,4,2,1,2,2,2,2,1;11,1101,11,1,01,01,11,11,1
123_17;line;HARDBOP;UP;Dexter Gordon;SWING;4;42;1;45;1;22;13;2,1,1,6,6,2,2,2,2,2,6,2,1;01,1,1,001001,001001,01,11,11,11,11,100111,01,1
123_18;line;HARDBOP;UP;Dexter Gordon;SWING;2;46;1;47;4;17;8;6,4,2,4,2,5,4,2;000011,0111,11,1001,01,00111,1100,11
123_19;lick;HARDBOP;UP;Dexter Gordon;SWING;2;48;4;49;3;8;4;2,6,2,1;11,010011,11,1
123_20;lick;HARDBOP;UP;Dexter Gordon;SWING;2;50;1;51;3;13;7;2,4,2,4,2,2,2;11,1101,11,1100,01,11,01
123_21;lick;HARDBOP;UP;Dexter Gordon;SWING;2;52;1;53;1;7;5;2,2,2,2,1;01,01,11,11,1
123_22;lick;HARDBOP;UP;Dexter Gordon;SWING;2;53;4;54;1;6;2;4,4;1111,1100
123_23;line;HARDBOP;UP;Dexter Gordon;SWING;3;55;1;57;4;17;11;4,4,4,2,2,2,2,2,4,2,1;0001,1100,1101,11,11,11,01,01,0001,01,1
123_24;lick;HARDBOP;UP;Dexter Gordon;SWING;1;58;1;58;4;6;4;4,2,4,1;0001,11,0110,1
123_25;lick;HARDBOP;UP;Dexter Gordon;SWING;3;59;1;61;2;16;10;4,2,2,4,1,4,2,4,2,2;0001,11,01,1001,1,0001,11,1101,11,01
123_26;line;HARDBOP;UP;Dexter Gordon;SWING;2;62;3;63;1;10;3;6,3,4;111011,011,1110
123_27;line;HARDBOP;UP;Dexter Gordon;SWING;4;64;1;67;1;24;13;4,2,2,2,6,2,2,3,2,3,2,3,1;0011,11,11,11,001001,11,01,110,11,111,01,011,1
123_28;lick;HARDBOP;UP;Dexter Gordon;SWING;1;68;1;68;4;6;4;4,2,4,2;0001,11,0001,11
123_29;lick;HARDBOP;UP;Dexter Gordon;SWING;2;69;2;70;4;12;5;4,2,4,3,4;0001,11,1110,111,1110
123_30;line;HARDBOP;UP;Dexter Gordon;SWING;5;71;3;75;1;25;15;2,2,6,2,6,2,2,2,1,2,1,2,1,2,1;11,11,010001,01,100101,11,01,11,1,11,1,11,1,11,1
123_31;line;HARDBOP;UP;Dexter Gordon;SWING;1;76;2;76;4;11;3;6,8,4;111100,10100111,0110
123_32;lick;HARDBOP;UP;Dexter Gordon;SWING;3;77;3;79;2;8;6;2,1,2,2,2,2;01,1,01,11,01,11
123_33;lick;HARDBOP;UP;Dexter Gordon;SWING;2;80;2;81;3;7;5;4,2,1,2,1;0001,11,1,11,1
123_34;line;HARDBOP;UP;Dexter Gordon;SWING;1;82;1;82;3;6;3;2,2,6;11,11,001001
123_35;line;HARDBOP;UP;Dexter Gordon;SWING;2;83;2;84;3;11;5;2,6,4,2,3;11,001001,1110,11,011
123_36;line;HARDBOP;UP;Dexter Gordon;SWING;2;85;2;86;2;11;5;4,2,2,2,2;0111,11,11,11,11
123_37;line;HARDBOP;UP;Dexter Gordon;SWING;4;86;4;89;1;16;10;4,2,2,2,2,4,2,1,2,2;0001,01,11,11,11,0110,11,1,01,11
123_41;lick;HARDBOP;UP;Dexter Gordon;SWING;5;99;3;103;2;29;15;3,1,2,4,2,2,2,6,3,2,2,4,2,2,1;011,1,01,0111,11,11,11,010001,011,11,11,0111,11,11,1
123_42;line;HARDBOP;UP;Dexter Gordon;SWING;2;104;1;105;1;10;5;2,2,4,2,2;01,11,1101,11,11
123_43;lick;HARDBOP;UP;Dexter Gordon;SWING;1;106;1;106;2;2;2;1,1;1,1
123_44;lick;HARDBOP;UP;Dexter Gordon;SWING;1;107;1;107;2;2;2;2,1;01,1
123_45;lick;HARDBOP;UP;Dexter Gordon;SWING;1;108;1;108;3;4;2;2,2;11,11
123_46;line;HARDBOP;UP;Dexter Gordon;SWING;3;109;3;111;2;14;8;2,2,2,2,2,2,1,4;11,11,11,11,11,11,1,0001
123_48;line;HARDBOP;UP;Dexter Gordon;SWING;1;113;2;113;4;7;3;4,4,2;0001,1111,11
123_49;lick;HARDBOP;UP;Dexter Gordon;SWING;4;114;2;117;2;18;13;2,2,4,4,2,2,1,1,4,2,1,1,4;01,11,0001,1101,01,11,1,1,0001,11,1,1,0001
123_50;lick;HARDBOP;UP;Dexter Gordon;SWING;4;118;2;121;3;22;14;2,1,4,3,4,2,1,3,1,3,4,2,3,2;01,1,0001,011,1100,11,1,011,1,110,0001,01,111,11
123_51;lick;HARDBOP;UP;Dexter Gordon;SWING;2;122;2;123;4;12;7;4,2,4,2,1,6,1;0001,11,0011,01,1,111100,1
124_2;lick;HARDBOP;MEDIUM;Dexter Gordon;SWING;2;-6;2;-5;3;8;5;6,2,2,1,2;000101,01,11,1,11
124_3;lick;HARDBOP;MEDIUM;Dexter Gordon;SWING;1;-3;1;-3;3;9;3;8,3,4;01010101,011,1011
124_4;line;HARDBOP;MEDIUM;Dexter Gordon;SWING;3;-2;1;0;1;31;9;3,4,4,6,4,5,4,4,2;111,1111,0111,110111,0111,11111,1001,1111,11
124_5;lick;HARDBOP;MEDIUM;Dexter Gordon;SWING;2;0;3;1;2;8;4;8,4,1,3;00000001,1101,1,111
124_6;line;HARDBOP;MEDIUM;Dexter Gordon;SWING;3;1;4;3;3;28;8;4,4,6,5,4,4,6,3;0011,1111,011111,10111,1111,1001,111011,110
124_7;line;HARDBOP;MEDIUM;Dexter Gordon;SWING;3;4;1;6;2;36;10;8,7,6,4,6,4,7,6,4,1;00000111,1101011,010111,1001,101111,1111,1010101,011011,1111,1
124_8;lick;HARDBOP;MEDIUM;Dexter Gordon;SWING;2;6;4;7;3;14;4;4,4,4,4;1111,0111,1111,1110
124_9;line;HARDBOP;MEDIUM;Dexter Gordon;SWING;1;8;1;8;4;10;4;6,1,4,3;001011,1,1111,110
124_10;line;HARDBOP;MEDIUM;Dexter Gordon;SWING;5;9;1;13;2;63;18;4,6,6,6,4,10,4,3,6,3,8,3,8,6,5,6,6,4;1111,101101,011011,011011,1111,1000100111,1011,011,010011,011,01100101,011,01001101,010111,10111,101101,100011,1110
124_11;lick;HARDBOP;MEDIUM;Dexter Gordon;SWING;2;14;2;15;3;11;5;2,8,4,2,1;01,01000111,1101,11,1
