id;mlu;style;tempo;performer;feel;barsspan;startbar;startbeat;endbar;endbeat;notes;length;divisions;rhythm
33_12;lick;POSTBOP;MEDIUM;Bob Berg;SWING;2;24;4;25;1;5;2;3,2;111,11
33_13;lick;POSTBOP;MEDIUM;Bob Berg;SWING;2;25;4;26;4;9;5;4,2,4,2,4;0001,01,1011,11,1100
33_14;line;POSTBOP;MEDIUM;Bob Berg;SWING;5;27;2;31;1;53;16;5,3,4,6,8,4,4,4,4,2,2,2,4,3,4,4;01111,111,1111,110111,01010111,1111,1110,1111,1111,11,11,11,0011,111,1111,1100
33_15;line;POSTBOP;MEDIUM;Bob Berg;SWING;2;32;2;33;1;11;4;4,4,4,1;0011,1111,1111,1
33_16;lick;POSTBOP;MEDIUM;Bob Berg;SWING;4;34;3;37;4;29;14;4,5,1,1,2,6,2,2,2,4,2,2,2,4;0001,01111,1,1,11,001111,11,11,11,1011,11,11,01,1001
33_17;line;POSTBOP;MEDIUM;Bob Berg;SWING;4;38;4;41;2;24;11;4,6,2,2,2,3,2,4,3,1,2;1111,010011,11,11,11,011,11,0011,011,1,11
33_18;line;POSTBOP;MEDIUM;Bob Berg;SWING;4;42;1;45;3;52;15;3,4,4,6,6,2,4,8,5,6,6,3,2,4,6;011,1111,1111,110111,010111,11,1111,10110011,01111,011101,011011,111,01,0111,001011
33_19;line;POSTBOP;MEDIUM;Bob Berg;SWING;2;46;1;47;1;15;5;4,4,4,5,1;0011,1111,0111,11111,1
33_20;line;POSTBOP;MEDIUM;Bob Berg;SWING;3;47;2;49;1;30;8;6,6,4,4,6,4,2,7;000011,010111,1011,1110,111110,1111,11,1111111
33_21;line;POSTBOP;MEDIUM;Bob Berg;SWING;3;49;3;51;2;27;8;6,4,4,6,8,4,4,3;011011,1111,1101,001011,00101011,0111,0111,111
33_24;line;POSTBOP;MEDIUM;Bob Berg;SWING;4;59;2;62;2;32;12;5,4,4,3,5,6,4,1,6,6,2,4;00111,0111,1111,111,11111,011111,0111,1,000001,000001,01,1001
33_26;line;POSTBOP;MEDIUM;Bob Berg;SWING;4;65;3;68;2;32;12;8,6,2,4,5,4,2,2,2,4,2,4;00110101,010001,11,1111,11111,1111,11,11,01,0001,01,1111
33_27;lick;POSTBOP;MEDIUM;Bob Berg;SWING;4;68;4;71;2;32;11;4,2,5,2,4,1,6,6,6,4,4;0001,11,11111,11,0110,1,011011,011011,011011,1111,1101
33_30;line;POSTBOP;MEDIUM;Bob Berg;SWING;5;79;3;83;1;57;15;4,4,4,6,4,4,6,4,4,6,4,5,6,4,4;1101,0111,1111,101111,1111,1111,111101,1101,1111,011011,0111,11111,101001,1111,1110
33_31;line;POSTBOP;MEDIUM;Bob Berg;SWING;4;83;3;86;1;28;10;4,5,4,3,4,3,4,2,2,1;1111,10111,1111,011,0111,111,0111,11,11,1
33_33;line;POSTBOP;MEDIUM;Bob Berg;SWING;5;89;2;93;4;48;19;6,3,4,2,4,4,2,2,3,2,2,4,3,4,4,4,6,10,1;000011,110,1101,11,0001,0001,11,11,011,01,11,1111,110,1110,1111,1111,100111,1010011011,1
33_34;lick;POSTBOP;MEDIUM;Bob Berg;SWING;1;94;1;94;4;9;4;2,2,4,4;01,11,0111,1110
33_35;line;POSTBOP;MEDIUM;Bob Berg;SWING;4;95;2;98;2;34;13;1,6,4,5,5,6,4,4,2,2,2,2,1;1,001111,0111,00111,01111,101111,1111,1101,11,01,11,01,1
33_36;lick;POSTBOP;MEDIUM;Bob Berg;SWING;2;98;3;99;2;6;4;1,2,3,1;1,11,110,1
33_37;lick;POSTBOP;MEDIUM;Bob Berg;SWING;3;99;4;101;4;14;9;3,1,1,2,1,2,2,2,2;111,1,1,11,1,11,11,01,01
34_1;line;POSTBOP;MEDIUM;Bob Berg;LATIN;2;-15;3;-14;3;16;5;2,4,4,4,4;01,1111,1111,1111,1110
34_2;line;POSTBOP;MEDIUM;Bob Berg;LATIN;2;-14;4;-13;4;16;5;4,4,4,5,3;0001,1111,1111,11111,011
34_3;line;POSTBOP;MEDIUM;Bob Berg;LATIN;4;-11;1;-8;2;16;8;2,6,4,1,2,3,2,1;01,110111,0111,1,01,111,01,1
34_4;lick;POSTBOP;MEDIUM;Bob Berg;LATIN;1;-7;1;-7;4;14;4;5,6,6,4;00111,100111,010111,1101
34_5;line;POSTBOP;MEDIUM;Bob Berg;LATIN;1;-3;1;-3;4;13;4;4,4,4,4;0111,1111,1111,1001
34_11;lick;POSTBOP;MEDIUM;Bob Berg;LATIN;2;9;2;10;1;12;4;4,4,2,4;0111,1111,11,1110
34_12;lick;POSTBOP;MEDIUM;Bob Berg;LATIN;3;10;4;12;1;13;5;3,3,4,4,4;011,110,1101,0111,1110
34_13;line;POSTBOP;MEDIUM;Bob Berg;LATIN;3;13;2;15;1;30;8;6,4,4,4,4,4,4,4;110011,0111,1111,1111,1111,1110,1111,1111
34_15;line;POSTBOP;MEDIUM;Bob Berg;LATIN;3;21;2;23;4;48;11;5,4,8,4,4,4,8,5,6,6,4;01111,0111,10110011,0111,1111,1111,10111101,11111,111111,111111,1100
34_17;lick;POSTBOP;MEDIUM;Bob Berg;LATIN;2;26;2;27;3;14;6;2,2,4,4,4,2;11,11,0001,1111,0111,11
34_18;line;POSTBOP;MEDIUM;Bob Berg;LATIN;4;28;2;31;3;42;14;4,4,4,4,6,3,4,3,4,2,4,7,6,1;0111,1111,1111,1111,111011,111,1111,011,0011,01,0011,1001011,000111,1
34_21;lick;POSTBOP;MEDIUM;Bob Berg;LATIN;2;35;4;36;4;15;5;8,1,4,4,8;00001111,1,1110,0111,00001111
34_22;line;POSTBOP;MEDIUM;Bob Berg;LATIN;3;37;2;39;3;37;10;4,4,5,4,4,4,6,7,8,6;0111,1111,11111,1111,1110,1111,101011,0101001,01010101,011100
34_25;line;POSTBOP;MEDIUM;Bob Berg;LATIN;3;44;1;46;3;30;9;4,6,7,4,4,4,4,4,1;1110,111011,0101011,0111,1111,1100,1111,1111,1
34_27;line;POSTBOP;MEDIUM;Bob Berg;LATIN;3;47;4;49;4;31;9;4,4,4,4,4,4,4,4,4;0111,0011,1111,1111,1111,1111,1111,1111,1100
34_32;line;POSTBOP;MEDIUM;Bob Berg;LATIN;2;60;1;61;4;31;8;4,4,6,3,6,5,6,2;1111,1111,111011,111,111011,01111,011011,11
34_33;lick;POSTBOP;MEDIUM;Bob Berg;LATIN;1;62;2;62;2;3;1;4;1110
34_34;lick;POSTBOP;MEDIUM;Bob Berg;LATIN;3;62;4;64;3;18;7;4,3,1,4,4,6,4;0111,011,1,1110,1110,001011,1110
34_37;line;POSTBOP;MEDIUM;Bob Berg;LATIN;3;68;1;70;2;36;10;4,8,4,4,4,4,5,3,4,6;1101,11010101,0111,1111,1111,1111,11111,111,1110,000011
34_38;line;POSTBOP;MEDIUM;Bob Berg;LATIN;4;70;4;73;1;34;10;6,2,4,4,4,4,4,6,4,4;000001,11,1111,1111,1111,1111,1111,110111,0111,1110
34_39;lick;POSTBOP;MEDIUM;Bob Berg;LATIN;2;73;3;74;4;15;6;4,6,2,2,3,4;0111,110001,11,11,111,0011
34_40;line;POSTBOP;MEDIUM;Bob Berg;LATIN;3;75;3;77;2;29;8;4,4,4,6,6,4,4,3;0111,1111,1111,110111,010111,0110,1111,111
34_41;lick;POSTBOP;MEDIUM;Bob Berg;LATIN;1;78;1;78;1;2;1;3;110
34_42;lick;POSTBOP;MEDIUM;Bob Berg;LATIN;1;78;3;78;3;2;1;4;0011
34_43;lick;POSTBOP;MEDIUM;Bob Berg;LATIN;1;79;1;79;4;8;4;4,6,1,3;1100,101001,1,011
34_44;line;POSTBOP;MEDIUM;Bob Berg;LATIN;3;80;1;82;1;25;9;6,6,4,4,2,6,6,3,5;000001,010011,0111,1011,11,110101,010101,011,11011
34_45;line;POSTBOP;MEDIUM;Bob Berg;LATIN;2;82;3;83;2;12;4;6,4,4,4;010101,0111,0111,0111
34_46;line;POSTBOP;MEDIUM;Bob Berg;LATIN;4;83;4;86;1;25;9;3,3,3,4,6,7,4,1,2;111,111,111,0111,010101,1011011,0111,1,01
34_48;line;POSTBOP;MEDIUM;Bob Berg;LATIN;3;88;4;90;4;22;9;6,6,6,3,1,2,4,1,2;011011,011011,011011,111,1,11,0001,1,11
34_49;line;POSTBOP;MEDIUM;Bob Berg;LATIN;2;91;1;92;3;20;7;6,6,4,4,4,4,2;000001,011011,0111,1111,1111,1110,01
34_50;line;POSTBOP;MEDIUM;Bob Berg;LATIN;2;92;4;93;4;9;5;2,2,2,2,1;11,11,11,11,1
35_1;lick;POSTBOP;MEDIUM UP;Bob Berg;SWING;2;0;1;1;1;9;5;2,3,4,4,2;01,011,1100,0110,11
35_2;lick;POSTBOP;MEDIUM UP;Bob Berg;SWING;2;2;1;3;4;12;8;2,4,4,2,2,2,2,2;01,0011,0110,01,11,01,11,01
35_3;line;POSTBOP;MEDIUM UP;Bob Berg;SWING;2;4;4;5;1;5;2;4,3;0111,110
35_4;line;POSTBOP;MEDIUM UP;Bob Berg;SWING;3;5;4;7;3;28;8;6,6,6,3,4,4,4,1;101101,010111,010111,111,1111,1111,1111,1
35_5;lick;POSTBOP;MEDIUM UP;Bob Berg;SWING;7;8;4;14;1;41;22;6,1,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1;001101,1,11,1,01,1111,11,11,11,11,11,11,11,11,11,11,11,11,1,11,1,1
35_6;lick;POSTBOP;MEDIUM UP;Bob Berg;SWING;3;15;3;17;1;11;7;2,2,2,4,2,1,4;01,11,11,1001,01,1,1100
35_7;line;POSTBOP;MEDIUM UP;Bob Berg;SWING;4;17;3;20;4;29;14;4,6,2,6,2,4,2,2,2,1,3,2,1,4;0001,011011,11,001001,11,1101,11,11,11,1,111,11,1,1001
35_8;line;POSTBOP;MEDIUM UP;Bob Berg;SWING;3;22;2;24;1;31;8;4,6,6,4,6,4,4,1;1111,011011,111110,1111,110111,1111,1111,1
35_9;lick;POSTBOP;MEDIUM UP;Bob Berg;SWING;2;24;2;25;1;9;4;2,2,4,2;01,11,1111,11
35_10;lick;POSTBOP;MEDIUM UP;Bob Berg;SWING;2;25;4;26;2;6;2;3,4;111,1110
35_11;lick;POSTBOP;MEDIUM UP;Bob Berg;SWING;1;26;4;26;4;3;1;3;111
35_12;line;POSTBOP;MEDIUM UP;Bob Berg;SWING;3;27;2;29;3;35;10;4,4,4,3,4,4,4,4,4,4;1111,1111,1110,111,1111,1111,1111,1111,1001,1110
35_13;line;POSTBOP;MEDIUM UP;Bob Berg;SWING;2;30;1;31;2;9;6;2,1,3,1,2,1;11,1,110,1,11,1
35_14;lick;POSTBOP;MEDIUM UP;Bob Berg;SWING;2;32;4;33;2;8;3;3,4,3;111,0110,111
35_15;lick;POSTBOP;MEDIUM UP;Bob Berg;SWING;2;34;2;35;1;8;4;3,4,2,2;111,0110,11,01
35_16;line;POSTBOP;MEDIUM UP;Bob Berg;SWING;5;35;2;39;1;31;16;2,2,1,2,2,2,4,2,2,1,2,4,2,6,2,4;01,11,1,11,11,11,1001,01,11,1,11,1101,01,010111,11,1101
35_17;lick;POSTBOP;MEDIUM UP;Bob Berg;SWING;2;40;4;41;4;10;5;4,2,6,2,1;1101,11,010101,01,1
35_18;lick;POSTBOP;MEDIUM UP;Bob Berg;SWING;2;42;4;43;4;5;3;3,2,2;110,11,01
35_19;line;POSTBOP;MEDIUM UP;Bob Berg;SWING;5;44;3;48;2;46;16;4,4,4,4,3,4,4,4,2,2,2,2,2,2,2,1;1111,1111,1111,1111,111,1111,1111,1111,11,11,11,11,11,11,11,1
35_20;line;POSTBOP;MEDIUM UP;Bob Berg;SWING;3;48;4;50;3;12;6;2,4,1,2,4,6;01,1110,1,11,1001,100101
35_21;lick;POSTBOP;MEDIUM UP;Bob Berg;SWING;1;51;1;51;2;3;2;4,2;0001,11
35_22;lick;POSTBOP;MEDIUM UP;Bob Berg;SWING;1;52;2;52;4;5;3;2,2,1;11,11,1
35_23;line;POSTBOP;MEDIUM UP;Bob Berg;SWING;4;53;2;56;4;32;15;3,2,2,2,2,2,2,2,2,2,2,2,2,4,2;111,11,11,11,11,11,11,11,11,11,11,11,11,1110,11
35_24;lick;POSTBOP;MEDIUM UP;Bob Berg;SWING;2;57;3;58;4;14;6;2,2,6,2,4,3;01,11,001111,11,1101,011
35_25;lick;POSTBOP;MEDIUM UP;Bob Berg;SWING;5;59;3;63;2;46;15;4,2,6,4,4,4,4,2,2,4,2,2,2,4,2;1111,11,111110,1111,1111,1111,1111,11,11,1111,11,11,11,1101,11
35_26;lick;POSTBOP;MEDIUM UP;Bob Berg;SWING;6;64;3;69;1;31;19;2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,4;11,11,11,1,11,1,11,1,11,1,11,1,11,1,11,11,01,11,1100
35_27;line;POSTBOP;MEDIUM UP;Bob Berg;SWING;5;73;2;77;1;59;16;4,4,4,4,4,5,6,4,6,6,6,6,3,4,4,1;1111,1111,1111,1111,1111,10111,011101,1110,110111,010111,010111,011011,111,1111,1110,1
35_28;line;POSTBOP;MEDIUM UP;Bob Berg;SWING;5;81;1;85;1;33;17;2,2,2,2,2,2,2,2,2,2,2,1,1,5,2,2,1;11,11,11,11,11,11,11,11,11,11,11,1,1,10111,11,11,1
35_29;line;POSTBOP;MEDIUM UP;Bob Berg;SWING;2;88;4;89;3;12;4;4,3,4,4;0011,111,1111,1110
35_30;line;POSTBOP;MEDIUM UP;Bob Berg;SWING;4;90;1;93;1;50;13;4,4,4,5,4,4,4,4,4,6,4,3,1;1111,1111,1111,11111,1111,1111,1111,1111,1111,110111,1111,111,1
37_1;line;POSTBOP;MEDIUM UP;Bob Berg;LATIN;3;-1;1;1;1;31;9;2,4,4,4,4,4,4,4,1;11,1111,1111,1111,1111,1111,1111,1111,1
37_2;lick;POSTBOP;MEDIUM UP;Bob Berg;LATIN;2;1;4;2;1;5;2;3,4;110,1101
37_3;lick;POSTBOP;MEDIUM UP;Bob Berg;LATIN;3;2;4;4;1;11;6;4,1,2,2,2,6;1101,1,11,11,01,010001
37_4;lick;POSTBOP;MEDIUM UP;Bob Berg;LATIN;2;4;4;5;2;5;3;4,4,1;1100,1100,1
37_5;line;POSTBOP;MEDIUM UP;Bob Berg;LATIN;5;5;3;9;1;55;15;4,4,6,4,6,3,6,3,6,4,4,4,4,4,1;0011,1111,101011,0111,111011,111,111011,111,111011,1111,1111,1111,1111,1111,1
37_6;line;POSTBOP;MEDIUM UP;Bob Berg;LATIN;5;9;4;13;3;54;16;4,4,4,4,4,4,4,4,1,2,6,6,4,4,4,4;1100,1111,1111,1111,1111,1111,1111,1111,1,01,001011,101011,1111,1111,1111,1110
37_7;line;POSTBOP;MEDIUM UP;Bob Berg;LATIN;3;15;1;17;1;33;9;4,4,4,4,4,6,5,4,2;0111,1111,1111,1111,1111,011011,01111,1111,11
37_8;lick;POSTBOP;MEDIUM UP;Bob Berg;LATIN;3;17;3;19;3;14;6;5,6,2,2,3,1;00111,011100,11,11,111,1
37_9;line;POSTBOP;MEDIUM UP;Bob Berg;LATIN;5;20;1;24;2;51;17;4,4,4,4,4,4,4,4,4,4,6,1,2,1,2,2,4;0011,1111,1011,1111,1111,1111,1111,1111,1111,1111,101111,1,11,1,11,01,1001
37_11;line;POSTBOP;MEDIUM UP;Bob Berg;LATIN;5;29;3;33;1;59;15;6,4,4,6,4,4,4,6,5,4,4,4,4,6,4;001101,1111,1111,101111,1111,1111,1111,011011,01111,1111,1111,1111,1111,011111,1100
37_12;lick;POSTBOP;MEDIUM UP;Bob Berg;LATIN;7;33;3;39;2;63;22;4,2,1,4,2,4,4,2,2,4,3,4,4,4,4,6,4,4,4,5,4,1;0001,11,1,0011,01,1011,0011,01,11,1011,011,1111,1111,1111,1111,110111,1111,1111,1111,11111,1111,1
37_13;line;POSTBOP;MEDIUM UP;Bob Berg;LATIN;1;40;1;40;4;12;4;6,5,3,2;001101,01111,111,11
37_15;line;POSTBOP;MEDIUM UP;Bob Berg;LATIN;3;43;2;45;4;42;11;4,4,4,4,5,4,4,4,4,4,4;0111,1011,1111,1111,10111,1111,1111,1111,1111,1111,1111
37_16;line;POSTBOP;MEDIUM UP;Bob Berg;LATIN;3;46;3;48;1;24;7;6,4,4,4,4,4,1;011011,1111,1111,1111,0111,1111,1
37_18;lick;POSTBOP;MEDIUM UP;Bob Berg;LATIN;5;53;3;57;2;41;14;3,1,3,3,6,4,6,4,3,4,4,4,4,1;011,1,110,111,100011,0111,111101,1101,111,1111,1011,1111,1111,1
37_19;lick;POSTBOP;MEDIUM UP;Bob Berg;LATIN;4;57;4;60;1;23;10;2,2,2,4,2,4,4,4,2,4;01,01,11,1001,11,1111,1111,1100,01,1111
37_20;lick;POSTBOP;MEDIUM UP;Bob Berg;LATIN;4;60;4;63;1;20;10;3,2,4,3,3,1,2,4,2,1;011,11,1111,011,011,1,11,0110,11,1
37_21;lick;POSTBOP;MEDIUM UP;Bob Berg;LATIN;3;63;3;65;1;16;7;2,2,2,3,6,3,4;01,11,11,111,010111,110,1100
39_2;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;2;3;1;4;1;4;3;1,1,2;1,1,11
39_3;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;2;4;3;5;3;3;3;1,1,1;1,1,1
39_4;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;9;6;2;14;1;30;27;2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,2,4,1,1,4,1,1,1,8,1,1;11,1,1,0001,1,1,1,1,1,1,1,1,1,1,1,1001,01,0001,1,1,1100,1,1,1,00000001,1,1
39_5;line;POSTBOP;MEDIUM;Branford Marsalis;SWING;7;15;3;21;1;41;23;2,2,2,4,2,1,4,2,2,4,6,2,8,2,2,2,1,1,1,1,4,4,4;01,11,11,1001,11,1,1101,11,11,1001,010011,11,10000101,01,11,11,1,1,1,1,1100,0001,1001
39_6;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;3;22;1;24;4;19;10;4,4,4,2,4,1,1,2,4,1;1111,1110,1110,11,1001,1,1,01,0001,1
39_7;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;3;25;2;27;1;10;6;4,1,4,1,2,1;1101,1,1001,1,11,1
39_8;line;POSTBOP;MEDIUM;Branford Marsalis;SWING;4;28;3;31;1;27;11;2,4,4,4,4,4,4,1,1,1,1;01,1111,0111,1111,1111,1111,1110,1,1,1,1
39_9;line;POSTBOP;MEDIUM;Branford Marsalis;SWING;6;31;4;36;4;63;21;2,2,4,2,2,2,3,6,4,5,8,4,6,1,4,4,4,4,4,6,1;01,11,1101,11,11,11,111,010011,1101,01111,01101011,1110,111101,1,1111,1111,1111,1011,1111,101011,1
39_10;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;6;37;4;42;1;30;18;2,2,2,2,2,3,2,1,6,6,4,4,4,2,4,4,8,1;01,01,01,01,01,111,11,1,100011,000011,0001,1001,1001,11,1001,1001,10000001,1
39_11;line;POSTBOP;MEDIUM;Branford Marsalis;SWING;4;43;1;46;4;60;16;4,4,4,4,4,4,6,3,4,4,4,4,6,5,4,4;0011,1111,1111,1111,1111,1111,101101,111,1111,1111,1111,1111,101011,01111,1111,1110
39_12;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;2;47;4;48;2;13;3;4,6,6;0111,111011,111110
39_13;line;POSTBOP;MEDIUM;Branford Marsalis;SWING;3;49;3;51;4;61;10;8,6,9,7,7,6,8,8,7,1;00111111,111111,110111111,1111111,0111111,111111,11110111,10111111,1111111,1
39_14;line;POSTBOP;MEDIUM;Branford Marsalis;SWING;2;52;1;53;1;26;5;6,6,6,6,6;001111,011111,111111,111111,111110
39_15;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;3;54;3;56;1;5;5;2,1,1,1,1;01,1,1,1,1
39_16;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;5;56;3;60;3;20;15;4,1,1,1,1,2,2,2,4,1,1,2,2,1,1;0001,1,1,1,1,11,11,11,1001,1,1,01,11,1,1
39_17;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;2;61;1;62;4;10;8;2,1,1,1,1,6,4,2;11,1,1,1,1,000001,0001,11
39_18;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;2;64;1;65;4;10;6;6,1,1,1,2,4;100011,1,1,1,11,1001
39_19;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;2;66;4;67;4;6;4;8,1,1,1;10000101,1,1,1
39_20;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;2;68;2;69;2;8;5;4,4,2,4,2;1001,1001,11,0001,01
39_21;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;4;69;3;72;4;13;8;4,1,2,3,3,2,2,2;0001,1,01,011,110,11,11,11
39_22;line;POSTBOP;MEDIUM;Branford Marsalis;SWING;4;73;1;76;2;31;14;2,4,3,6,4,3,3,4,2,2,4,4,6,3;01,0110,110,110011,1011,011,011,1011,11,11,0011,0011,000101,011
39_23;line;POSTBOP;MEDIUM;Branford Marsalis;SWING;10;76;3;85;1;103;33;2,3,3,3,2,8,1,3,3,3,6,4,4,3,6,4,6,4,4,5,1,6,6,8,6,1,6,8,5,8,7,5,1;01,111,011,111,11,10100101,1,111,111,011,101001,0111,1101,111,100001,0111,101011,0011,0111,11111,1,000111,111101,00000011,011111,1,101111,00000111,11111,01011011,1111111,11111,1
39_24;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;4;86;3;89;1;16;11;1,2,3,2,2,4,1,1,1,1,1;1,01,111,11,11,1001,1,1,1,1,1
39_25;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;4;89;3;92;3;18;12;1,4,1,1,2,2,2,2,1,6,2,1;1,0111,1,1,01,01,01,11,1,010011,11,1
39_26;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;2;93;1;94;2;11;6;7,2,2,2,1,1;1000111,01,11,11,1,1
39_27;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;2;94;4;95;3;3;3;1,1,1;1,1,1
39_28;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;3;97;1;99;1;15;9;4,1,2,2,3,2,8,2,1;0110,1,11,01,011,11,10001001,01,1
39_29;line;POSTBOP;MEDIUM;Branford Marsalis;SWING;3;99;3;101;3;19;9;3,2,2,2,4,2,3,3,1;011,11,11,11,1011,11,011,111,1
39_30;line;POSTBOP;MEDIUM;Branford Marsalis;SWING;4;102;4;105;4;44;13;4,6,6,8,5,5,3,4,6,4,8,5,4;0011,010101,010011,01010101,01111,01011,111,1110,011110,1111,10101011,01111,1100
39_34;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;3;110;4;112;1;9;4;4,4,4,2;1011,0111,0001,11
39_35;line;POSTBOP;MEDIUM;Branford Marsalis;SWING;2;113;1;114;3;21;7;4,8,6,4,4,4,3;0111,10010101,010001,0001,1111,1111,111
39_36;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;3;115;3;117;1;9;7;8,4,1,1,1,1,1;01000011,0001,1,1,1,1,1
39_37;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;5;117;3;121;2;41;16;4,2,4,4,3,4,4,6,2,3,4,4,6,7,3,1;0001,11,0111,0111,111,0111,0111,100111,11,110,0011,0111,001011,0010101,111,1
40_1;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;3;0;1;2;1;7;4;2,1,4,3;01,1,0011,111
40_2;line;POSTBOP;MEDIUM;Branford Marsalis;SWING;4;2;4;5;1;26;10;4,1,2,4,5,6,6,6,1,1;0001,1,01,1111,11111,010111,010111,011011,1,1
40_3;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;7;5;3;11;1;36;22;1,4,4,4,6,1,2,3,2,1,3,1,4,4,4,1,1,3,2,4,4,4;1,0001,0001,0001,010011,1,11,111,01,1,110,1,1101,0001,0001,1,1,111,11,1001,1100,1001
40_4;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;4;12;2;15;3;35;12;3,2,4,1,1,2,1,4,5,6,6,4;111,11,1001,1,1,11,1,1101,11111,111111,111111,1110
40_5;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;6;16;4;21;2;35;19;6,2,2,4,4,2,4,1,1,1,2,2,1,2,2,2,3,6,2;000011,01,01,0001,0111,11,1101,1,1,1,11,11,1,11,11,11,011,100111,11
40_6;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;2;21;4;22;1;6;2;3,3;111,111
40_7;lick;POSTBOP;MEDIUM;Branford Marsalis;SWING;3;22;3;24;4;18;10;6,3,2,6,2,3,2,3,3,1;000011,011,11,000001,11,110,11,110,110,1
42_1;lick;POSTBOP;UP;Branford Marsalis;SWING;2;0;1;1;1;4;4;2,2,1,1;01,01,1,1
42_2;lick;POSTBOP;UP;Branford Marsalis;SWING;3;1;3;3;1;7;6;2,2,2,2,1,2;01,01,01,01,1,11
42_3;lick;POSTBOP;UP;Branford Marsalis;SWING;4;3;3;6;4;19;13;2,2,2,2,4,2,2,2,2,2,2,4,4;01,11,01,01,1001,01,11,01,01,11,11,1001,0001
42_4;line;POSTBOP;UP;Branford Marsalis;SWING;5;8;3;12;4;31;17;2,2,3,2,4,4,2,1,1,1,1,2,2,2,2,4,3;11,11,111,11,1001,1001,01,1,1,1,1,11,11,11,11,1101,011
42_5;lick;POSTBOP;UP;Branford Marsalis;SWING;3;13;4;15;1;10;6;1,2,2,2,2,1;1,11,11,11,11,1
42_6;line;POSTBOP;UP;Branford Marsalis;SWING;6;16;1;21;1;41;21;2,4,2,3,2,4,4,2,2,2,2,2,2,2,2,4,2,4,2,2,1;01,1011,01,111,11,1011,0011,01,11,11,11,11,11,11,11,1011,01,1011,01,11,1
42_7;lick;POSTBOP;UP;Branford Marsalis;SWING;3;21;2;23;1;9;8;1,1,1,1,1,1,2,2;1,1,1,1,1,1,11,01
42_8;lick;POSTBOP;UP;Branford Marsalis;SWING;7;24;3;30;4;31;22;4,2,1,1,1,4,2,2,2,2,2,1,2,2,2,2,1,4,4,4,2,2;0001,11,1,1,1,1001,01,11,11,11,11,1,11,01,01,01,1,1001,1001,0001,01,01
42_9;lick;POSTBOP;UP;Branford Marsalis;SWING;5;31;2;35;4;22;15;4,4,4,4,1,1,4,1,2,1,1,2,4,2,3;0001,0001,0001,1001,1,1,0001,1,11,1,1,11,1011,01,111
42_10;line;POSTBOP;UP;Branford Marsalis;SWING;5;36;3;40;3;30;17;2,2,2,2,2,3,4,4,2,3,2,4,4,4,4,4,2;01,11,11,11,11,111,0001,0001,01,111,01,1001,0011,0011,0011,0011,01
42_11;line;POSTBOP;UP;Branford Marsalis;SWING;5;41;1;45;1;33;17;2,4,2,4,4,2,2,4,4,3,4,2,2,2,4,2,1;01,1011,01,1011,0011,01,11,1011,0111,011,0011,01,11,11,1011,01,1
42_12;line;POSTBOP;UP;Branford Marsalis;SWING;3;45;3;47;3;18;9;2,2,2,2,4,2,2,4,2;11,11,11,11,1011,11,01,1011,01
42_13;lick;POSTBOP;UP;Branford Marsalis;SWING;9;48;3;56;2;35;27;2,4,4,4,4,2,2,2,2,2,2,2,1,1,4,4,4,4,1,1,2,2,4,4,4,4,1;01,1001,0001,1001,0001,01,01,01,01,01,01,01,1,1,1001,0001,1001,0001,1,1,11,11,1001,0001,1001,0001,1
42_15;lick;POSTBOP;UP;Branford Marsalis;SWING;4;58;1;61;1;18;12;4,4,4,4,4,2,4,2,2,2,2,1;0001,0001,1001,0001,0001,11,0011,01,11,11,11,1
42_16;line;POSTBOP;UP;Branford Marsalis;SWING;5;61;3;65;1;24;14;2,3,3,2,2,2,2,4,2,2,1,1,4,1;11,111,011,01,11,11,11,1101,01,01,1,1,1001,1
